id_1,id_2,similarity
d612b0ec-a51e-42cd-be72-ee81918fe457,98a0015a-f852-4164-a078-551ec464cabc,0.063254976471125
d612b0ec-a51e-42cd-be72-ee81918fe457,d9f7a609-4a68-4ee5-899c-c9e74bc0003e,0.07180703646301187
d612b0ec-a51e-42cd-be72-ee81918fe457,ef8fea58-b66d-421a-b1f7-283946f4df21,0.07316384078277426
d612b0ec-a51e-42cd-be72-ee81918fe457,519d14ed-1142-46f3-88e0-21d60a064e07,0.08130075832025788
d612b0ec-a51e-42cd-be72-ee81918fe457,8d1bb541-a207-4f03-bb78-c6adf3ba3162,0.08147294476100217
d612b0ec-a51e-42cd-be72-ee81918fe457,8f4fe136-a146-4be6-aab7-00fc9c0e8d75,0.09561361158817493
d612b0ec-a51e-42cd-be72-ee81918fe457,b4c57aa1-a92e-41db-b560-466905c3abbc,0.0968882146762129
d612b0ec-a51e-42cd-be72-ee81918fe457,db0d5a17-f9dd-41f4-b10c-7a4bf7106a35,0.10990132015345891
d612b0ec-a51e-42cd-be72-ee81918fe457,6efcc904-9167-4c48-97b9-23d6a58abe88,0.11124184948412916
d612b0ec-a51e-42cd-be72-ee81918fe457,d5ce68d4-5aeb-4f56-ad85-db435a5d8933,0.13907311743635536
d612b0ec-a51e-42cd-be72-ee81918fe457,cd68ddca-72c4-476d-a9ea-e52108601f37,0.14036228008239268
d612b0ec-a51e-42cd-be72-ee81918fe457,60e23c19-b7e5-4ff4-85ee-a3dddb84ad98,0.14093034119280898
d612b0ec-a51e-42cd-be72-ee81918fe457,8bc36f92-5491-4efe-9168-0c196693312b,0.1467669181089629
d612b0ec-a51e-42cd-be72-ee81918fe457,e4774540-ffbd-45f7-a751-9afd1052a63e,0.15293871263892292
d612b0ec-a51e-42cd-be72-ee81918fe457,9ad3fcbf-25e0-4079-ac39-da501d5c6527,0.15951197062496245
d612b0ec-a51e-42cd-be72-ee81918fe457,614e0b92-d721-472d-94bf-405e928c2b24,0.16074923380455122
d612b0ec-a51e-42cd-be72-ee81918fe457,1301ca62-9b2c-434a-b49c-4026346fa29e,0.16122564847130946
d612b0ec-a51e-42cd-be72-ee81918fe457,30e156b2-b351-4d96-a4a8-53f9c9eea5bc,0.16311297140788292
d612b0ec-a51e-42cd-be72-ee81918fe457,a86ebe35-ae82-4fe9-92ae-8939852ce01d,0.16510548374275416
d612b0ec-a51e-42cd-be72-ee81918fe457,bd501dfb-7715-4d33-8f69-b9961a6e925b,0.17018149472826644
8082bcf8-efb9-48dc-aee8-1a134be12044,59f1a5e2-4f16-4176-b71d-5ea06f8a352f,0.029847518899671025
8082bcf8-efb9-48dc-aee8-1a134be12044,da10e75a-e4fa-4a27-9ac8-5f28b9689795,0.045372565572655996
8082bcf8-efb9-48dc-aee8-1a134be12044,68fbef33-a648-4427-8ec5-c11fd2e77609,0.06501089102217303
8082bcf8-efb9-48dc-aee8-1a134be12044,a358b8ef-f730-4e89-bb94-35411e59c195,0.07071220065231723
8082bcf8-efb9-48dc-aee8-1a134be12044,3505e07d-600d-4a73-9ad3-6505a247dbbb,0.07185887126690983
8082bcf8-efb9-48dc-aee8-1a134be12044,74aea659-f9b8-417a-886b-da4458b0dbdc,0.08178199710894402
8082bcf8-efb9-48dc-aee8-1a134be12044,9565df55-d5a7-4dee-be69-1c0ef8c6fe52,0.0907951064042111
8082bcf8-efb9-48dc-aee8-1a134be12044,0745d1eb-d986-49bc-ae8d-338b89180e8c,0.09699239034495163
8082bcf8-efb9-48dc-aee8-1a134be12044,4c3b6639-4683-427c-8b00-012874f8feea,0.10367186001483122
8082bcf8-efb9-48dc-aee8-1a134be12044,6a4532c2-e088-4840-a7cd-7b99f09a9c7f,0.10413339886313569
8082bcf8-efb9-48dc-aee8-1a134be12044,b0b88157-c67b-4621-8fb7-d3918cdb5a81,0.10536723553922853
8082bcf8-efb9-48dc-aee8-1a134be12044,97ae4d93-7ec1-4912-a058-562572b1ccb3,0.10599916952174011
8082bcf8-efb9-48dc-aee8-1a134be12044,79ae21de-2829-4af6-97af-d01810b25759,0.11684028718350688
